component,component_path,joint,kind,type,occurrence_one,occurrence_two,origin_x_mm,origin_y_mm,origin_z_mm,axis_x,axis_y,axis_z,min,max,value,units,min_deg,max_deg,value_deg,min_mm,max_mm,value_mm,is_suppressed,note
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 191,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M3x10 Steel 4.6 Plain:10,CNC_leg12_x4_lower_leg_bearing_cap:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 192,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M3x10 Steel 4.6 Plain:11,CNC_leg12_x4_lower_leg_bearing_cap:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 193,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M3x10 Steel 4.6 Plain:12,CNC_leg12_x4_lower_leg_bearing_cap:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 194,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M3x10 Steel 4.6 Plain:13,CNC_leg12_x4_lower_leg_bearing_cap:2,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 195,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M3x10 Steel 4.6 Plain:14,CNC_leg12_x4_lower_leg_bearing_cap:2,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 196,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M3x10 Steel 4.6 Plain:15,CNC_leg12_x4_lower_leg_bearing_cap:2,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 197,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M3x10 Steel 4.6 Plain:16,CNC_leg12_x4_lower_leg_bearing_cap:2,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 198,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M3x10 Steel 4.6 Plain:17,CNC_leg18_x2_foot_plate:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 199,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M3x10 Steel 4.6 Plain:18,CNC_leg18_x2_foot_plate:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 200,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M3x10 Steel 4.6 Plain:19,CNC_leg18_x2_foot_plate:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 201,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M3x10 Steel 4.6 Plain:20,CNC_leg18_x2_foot_plate:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 202,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M3x10 Steel 4.6 Plain:21,CNC_leg18_x2_foot_plate:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 203,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M3x10 Steel 4.6 Plain:22,CNC_leg18_x2_foot_plate:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 204,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M3x10 Steel 4.6 Plain:23,CNC_leg18_x2_foot_plate:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 205,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M3x10 Steel 4.6 Plain:24,CNC_leg18_x2_foot_plate:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 206,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:1,CNC_leg08_x2_knee_front_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 207,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:2,CNC_leg08_x2_knee_front_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 208,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:3,CNC_leg08_x2_knee_front_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 209,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:4,CNC_leg08_x2_knee_front_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 210,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:5,CNC_leg08_x2_knee_front_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 211,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:6,CNC_leg08_x2_knee_front_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 212,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:7,CNC_leg08_x2_knee_front_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 213,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:8,CNC_leg08_x2_knee_front_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 214,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:9,CNC_leg08_x2_knee_front_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 215,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:10,CNC_leg08_x2_knee_front_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 216,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:11,CNC_leg09_x2_knee_motor_back_cover:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 217,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:12,CNC_leg09_x2_knee_motor_back_cover:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 218,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:13,CNC_leg09_x2_knee_motor_back_cover:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 219,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:14,CNC_leg09_x2_knee_motor_back_cover:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 220,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:15,CNC_leg09_x2_knee_motor_back_cover:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 221,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:16,CNC_leg09_x2_knee_motor_back_cover:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 222,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:17,CNC_leg09_x2_knee_motor_back_cover:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 223,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:18,CNC_leg09_x2_knee_motor_back_cover:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 224,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:19,CNC_leg14_x2_ankle_pitch_back:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 225,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:20,CNC_leg14_x2_ankle_pitch_back:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 226,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:21,CNC_leg14_x2_ankle_pitch_back:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 227,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:22,CNC_leg14_x2_ankle_pitch_back:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 228,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:23,CNC_leg14_x2_ankle_pitch_back:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 229,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:24,CNC_leg14_x2_ankle_pitch_back:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 230,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:25,CNC_leg14_x2_ankle_pitch_back:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 231,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:26,CNC_leg14_x2_ankle_pitch_back:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 232,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:27,CNC_leg13_x2_ankle_pitch_front:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 233,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:28,CNC_leg13_x2_ankle_pitch_front:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 234,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:29,CNC_leg13_x2_ankle_pitch_front:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 235,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:30,CNC_leg13_x2_ankle_pitch_front:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 236,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:31,CNC_leg13_x2_ankle_pitch_front:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 237,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:32,CNC_leg13_x2_ankle_pitch_front:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 238,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:33,CNC_leg13_x2_ankle_pitch_front:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 239,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:34,CNC_leg13_x2_ankle_pitch_front:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 240,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:35,CNC_leg10_x2_knee_output_shank:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 241,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:36,CNC_leg10_x2_knee_output_shank:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 242,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:37,CNC_leg10_x2_knee_output_shank:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 243,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:38,CNC_leg10_x2_knee_output_shank:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 244,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:39,CNC_leg10_x2_knee_output_shank:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 245,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:40,CNC_leg10_x2_knee_output_shank:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 246,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M3x10 Steel 4.6 Plain:25,CNC_leg13_x2_ankle_pitch_front:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 247,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M3x10 Steel 4.6 Plain:26,CNC_leg13_x2_ankle_pitch_front:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Planar 248,joint,planar,Chamfered Bottom Hex Machine Screw Nut ANSI B18.6.3 - 3-56 Steel Grade 2H Plain:1,CNC_leg14_x2_ankle_pitch_back:1,,,,,,,,,0.0,rad,,,0.0,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Slider 249,joint,slider,Chamfered Bottom Hex Machine Screw Nut ANSI B18.6.3 - 3-56 Steel Grade 2H Plain:1,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M3x10 Steel 4.6 Plain:25,,,,0.0,1.0,-0.0,,,-2.3e-05,cm,,,,,,0.0,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Planar 250,joint,planar,Chamfered Bottom Hex Machine Screw Nut ANSI B18.6.3 - 3-56 Steel Grade 2H Plain:2,CNC_leg14_x2_ankle_pitch_back:1,,,,,,,,,0.0,rad,,,0.0,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Slider 251,joint,slider,Chamfered Bottom Hex Machine Screw Nut ANSI B18.6.3 - 3-56 Steel Grade 2H Plain:2,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M3x10 Steel 4.6 Plain:26,,,,0.0,1.0,0.0,,,-2.3e-05,cm,,,,,,0.0,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 252,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:41,CNC_leg16_x2_ankle_roll_output_shaft:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 253,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:42,CNC_leg16_x2_ankle_roll_output_shaft:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 254,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:43,CNC_leg16_x2_ankle_roll_output_shaft:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 255,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:44,CNC_leg16_x2_ankle_roll_output_shaft:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 256,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:45,CNC_leg16_x2_ankle_roll_output_shaft:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 257,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:46,CNC_leg16_x2_ankle_roll_output_shaft:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 258,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:47,CNC_leg02_x7_RS03_shaft_coupler:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 259,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:48,CNC_leg02_x7_RS03_shaft_coupler:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 260,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:49,CNC_leg02_x7_RS03_shaft_coupler:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 261,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:50,CNC_leg02_x7_RS03_shaft_coupler:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 262,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:51,CNC_leg02_x7_RS03_shaft_coupler:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 263,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:52,CNC_leg02_x7_RS03_shaft_coupler:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 266,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:54,CNC_leg03_x5_RS03_shaft_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 267,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:55,CNC_leg03_x5_RS03_shaft_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 268,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:56,CNC_leg03_x5_RS03_shaft_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 269,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:57,CNC_leg03_x5_RS03_shaft_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 270,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:58,CNC_leg03_x5_RS03_shaft_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_leg_L_copy,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1,Rigid 271,joint,rigid,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:59,CNC_leg03_x5_RS03_shaft_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
